date,region,country,city,department,product,customer_segment,campaign,channel,revenue,profit,cost,quantity,customers,satisfaction_score,conversion_rate,ad_spend,loan_balance,deposit_balance,latitude,longitude
2024-07-08,West,USA,Denver,Finance,Starter,SMB,Q1 Launch,Partner,418.34,131.71,286.63,2,4,3.95,0.0578,34.54,1008.54,657.6,37.9457,-122.4525
2024-12-04,Central,Canada,Toronto,Finance,Enterprise,Mid-Market,Q1 Launch,Partner,10043.94,4620.14,5423.8,52,3,4.27,0.0922,753.86,3655.56,25066.41,42.4619,-80.6951
2024-06-14,East,USA,Philadelphia,Sales,Professional,Enterprise,Upsell,Retail,10944.58,5221.21,5723.37,55,5,4.62,0.0315,1398.68,16413.9,26565.18,41.4418,-72.9113
2024-06-04,West,USA,Seattle,Finance,Enterprise,SMB,Holiday Push,Retail,5861.74,2783.92,3077.82,56,5,4.14,0.0842,1003.86,3621.38,16518.05,37.1603,-122.8714
2024-09-27,East,USA,Philadelphia,Sales,Starter,Enterprise,Q1 Launch,Online,928.77,447.85,480.91,9,7,3.71,0.0897,105.54,1424.99,1851.55,41.4194,-73.5535
2025-05-09,East,USA,New York,Support,Enterprise,SMB,Retention,Online,11147.37,4544.33,6603.04,76,2,3.97,0.0432,1423.89,11959.78,33237.58,41.4094,-74.7885
2024-05-02,West,USA,San Francisco,Support,Enterprise,Mid-Market,Retention,Retail,17959.24,5914.16,12045.08,108,2,3.78,0.0455,2613.62,34514.52,12686.68,38.172,-121.8214
2024-03-02,West,USA,San Francisco,Support,Professional,SMB,Q1 Launch,Retail,2931.51,1469.36,1462.15,16,1,3.55,0.0482,383.89,1667.66,7420.9,37.204,-122.7258
2024-11-15,South,USA,Atlanta,Support,Add-on Analytics,SMB,Holiday Push,Online,399.11,196.91,202.2,3,5,4.2,0.0496,33.3,889.91,1117.56,32.7763,-85.1154
2024-10-05,East,USA,Philadelphia,Finance,Professional,Mid-Market,Holiday Push,Direct,4649.05,2466.44,2182.61,28,5,3.65,0.0559,697.42,10367.84,11203.01,41.095,-74.4634
2024-03-07,East,USA,Philadelphia,Sales,Enterprise,SMB,Summer Promo,Direct,11171.07,3616.89,7554.17,127,3,4.04,0.0542,642.24,17205.88,35780.21,41.0242,-74.3796
2025-03-22,Central,Canada,Calgary,Finance,Starter,Mid-Market,Q1 Launch,Online,2329.83,1282.57,1047.26,24,2,4.45,0.0448,214.18,5278.9,3600.83,43.8562,-79.5506
2025-05-29,North,USA,Minneapolis,Finance,Add-on Analytics,Enterprise,Q1 Launch,Partner,2258.23,857.2,1401.03,10,7,3.79,0.0349,225.19,4288.78,7079.77,42.1781,-85.572
2024-01-29,South,USA,Atlanta,Finance,Professional,Mid-Market,Summer Promo,Direct,7909.39,2426.06,5483.32,42,5,4.78,0.0452,434.08,13996.16,19152.06,32.2109,-83.8465
2025-04-12,South,USA,Miami,Support,Add-on Analytics,SMB,Holiday Push,Direct,537.63,192.86,344.76,2,6,3.22,0.0421,72.98,532.45,1047.71,34.5016,-84.4764
2025-01-15,West,USA,Seattle,Finance,Enterprise,Mid-Market,Retention,Retail,10259.1,5757.76,4501.34,55,2,3.87,0.0274,782.24,8995.54,19853.17,36.9999,-123.1949
2024-03-26,East,USA,Philadelphia,Sales,Starter,Mid-Market,Summer Promo,Partner,1007.95,509.57,498.38,6,5,3.92,0.0406,76.4,949.98,1678.13,40.8815,-73.1897
2024-04-28,North,USA,Detroit,Sales,Add-on Analytics,Enterprise,Upsell,Retail,494.15,170.19,323.97,2,2,4.1,0.0388,60.33,311.87,1287.63,41.9211,-87.4438
2025-03-22,West,USA,Denver,Support,Enterprise,Mid-Market,Summer Promo,Partner,6472.07,3504.7,2967.38,60,3,4.3,0.0507,923.08,4546.83,10293.53,38.1166,-121.7052
2024-05-20,West,USA,Denver,Marketing,Professional,Mid-Market,Q1 Launch,Partner,6038.79,1975.72,4063.07,65,5,4.24,0.0447,410.57,12044.73,12844.8,37.616,-122.2804
2025-06-03,North,USA,Detroit,Operations,Professional,Enterprise,Q1 Launch,Online,18118.56,7633.29,10485.27,153,6,3.87,0.0439,1304.7,37115.85,60886.57,41.8225,-87.954
2024-05-14,North,USA,Minneapolis,Finance,Starter,Enterprise,Summer Promo,Online,1769.2,732.8,1036.39,15,6,3.93,0.0371,173.18,2884.0,3033.48,42.5067,-86.9832
2024-10-21,Central,Canada,Toronto,Operations,Professional,SMB,Retention,Retail,3256.4,1236.07,2020.32,26,1,4.01,0.0246,489.97,2332.21,8704.43,43.7669,-79.2381
2025-06-07,South,USA,Atlanta,Finance,Enterprise,Mid-Market,Upsell,Direct,9725.59,3435.97,6289.63,75,4,4.75,0.0498,964.21,23099.12,21312.85,34.2189,-85.5637
2024-07-22,West,USA,Denver,Operations,Add-on Analytics,Enterprise,Holiday Push,Direct,1837.35,615.92,1221.43,9,3,3.89,0.074,295.88,3595.85,6431.34,37.8418,-120.4418
2024-02-01,Central,Canada,Toronto,Sales,Enterprise,Mid-Market,Q1 Launch,Online,10856.3,3615.28,7241.02,58,8,4.99,0.0567,718.44,560.03,43200.65,43.6205,-79.5734
2024-09-01,North,USA,Chicago,Finance,Starter,Enterprise,Holiday Push,Partner,1537.73,532.4,1005.33,7,4,3.99,0.0444,121.91,106.35,974.6,41.6772,-87.1776
2024-08-05,South,USA,Miami,Sales,Add-on Analytics,Enterprise,Retention,Retail,1076.0,494.5,581.5,8,4,4.05,0.0623,167.23,1408.13,2894.93,32.4326,-85.329
2024-11-05,North,USA,Minneapolis,Sales,Starter,SMB,Q1 Launch,Direct,387.5,213.62,173.88,2,3,4.48,0.0272,68.36,362.85,282.01,42.1414,-87.7654
2025-04-01,South,USA,Atlanta,Operations,Enterprise,Enterprise,Q1 Launch,Online,30901.48,13940.0,16961.47,143,3,4.65,0.0362,3198.49,58919.14,57274.92,33.6596,-83.3563
2025-01-05,East,USA,New York,Marketing,Starter,Mid-Market,Summer Promo,Direct,744.09,416.77,327.32,5,2,4.42,0.0229,62.69,612.37,1015.07,41.4378,-73.8056
2024-03-25,Central,Canada,Toronto,Sales,Professional,Enterprise,Q1 Launch,Retail,14067.84,5457.6,8610.24,84,8,4.02,0.0498,710.61,32760.44,40975.1,44.4207,-80.609
2024-11-21,North,USA,Detroit,Marketing,Add-on Analytics,Enterprise,Retention,Online,1124.01,416.37,707.64,5,4,3.11,0.0444,61.56,1483.17,3754.0,42.235,-88.2458
2024-12-02,North,USA,Minneapolis,Sales,Enterprise,SMB,Summer Promo,Online,4881.75,1601.52,3280.22,49,3,4.03,0.0444,565.16,6081.73,11988.48,42.3156,-88.0295
2024-01-17,Central,Canada,Calgary,Marketing,Professional,SMB,Summer Promo,Retail,2584.72,1474.07,1110.65,13,4,4.39,0.0708,201.81,3651.24,2612.57,43.6636,-81.4742
2024-08-22,Central,Canada,Vancouver,Sales,Professional,SMB,Holiday Push,Partner,2230.47,965.83,1264.63,11,3,4.45,0.0674,162.92,207.47,7295.65,43.9716,-78.5864
2024-07-23,South,USA,Miami,Finance,Add-on Analytics,Mid-Market,Retention,Direct,757.83,393.0,364.83,5,5,4.69,0.0387,107.29,858.79,2602.6,32.6491,-85.3025
2024-04-29,East,USA,New York,Sales,Starter,Enterprise,Holiday Push,Direct,2741.17,1568.65,1172.52,32,5,4.01,0.0409,336.88,3458.44,10663.0,39.0323,-74.1092
2025-06-19,East,USA,Philadelphia,Support,Add-on Analytics,Enterprise,Upsell,Retail,1326.71,452.67,874.04,6,4,3.81,0.0376,126.6,2352.98,1391.33,39.8725,-73.2093
2024-10-14,Central,Canada,Toronto,Sales,Enterprise,SMB,Holiday Push,Direct,12628.65,5472.98,7155.67,76,4,3.27,0.0354,1041.58,13791.89,48641.04,43.6273,-81.4859
2024-06-30,Central,Canada,Calgary,Support,Professional,SMB,Holiday Push,Online,2944.17,1077.15,1867.02,14,7,4.0,0.0372,338.53,2415.53,11186.89,43.7094,-78.2076
2024-03-10,East,USA,Boston,Sales,Enterprise,Enterprise,Holiday Push,Partner,11210.32,5294.59,5915.73,79,5,4.65,0.0589,1836.75,8166.44,23764.46,40.1453,-72.8119
2025-04-18,South,USA,Dallas,Operations,Add-on Analytics,Mid-Market,Q1 Launch,Direct,927.5,502.23,425.27,4,2,4.1,0.0494,142.01,360.59,2271.47,32.8706,-84.8245
2024-04-15,South,USA,Atlanta,Sales,Starter,SMB,Holiday Push,Direct,1655.54,482.32,1173.22,15,3,3.98,0.0663,179.58,839.74,5915.43,32.8085,-85.1869
2024-02-13,West,USA,Seattle,Finance,Enterprise,Mid-Market,Retention,Partner,13477.71,7354.3,6123.4,99,3,4.27,0.1076,2170.76,19374.71,30084.07,38.1507,-120.3425
2025-01-07,Central,Canada,Calgary,Support,Starter,SMB,Q1 Launch,Direct,1316.53,493.55,822.98,7,3,4.15,0.0533,153.19,2346.29,1694.88,44.8564,-79.974
2024-05-14,West,USA,San Francisco,Sales,Enterprise,Mid-Market,Upsell,Partner,7556.7,2220.23,5336.46,37,5,4.14,0.0444,834.88,16407.47,23215.99,36.6026,-122.6021
2025-06-19,Central,Canada,Toronto,Sales,Enterprise,Mid-Market,Q1 Launch,Partner,11868.32,4516.63,7351.7,59,3,3.99,0.032,1097.92,17187.11,42383.2,43.4047,-80.0751
2024-11-06,Central,Canada,Calgary,Marketing,Starter,Enterprise,Holiday Push,Retail,1733.14,928.04,805.1,16,4,3.84,0.0682,96.67,951.43,2943.78,45.0772,-79.607
2025-06-19,North,USA,Detroit,Marketing,Starter,SMB,Summer Promo,Partner,609.99,344.52,265.47,4,2,3.9,0.0492,103.69,789.93,857.6,41.4877,-88.3158
2025-04-11,North,USA,Detroit,Sales,Enterprise,Enterprise,Summer Promo,Partner,33593.42,11019.91,22573.51,369,4,4.1,0.071,5803.61,36799.77,97963.76,41.0341,-87.5807
2024-10-14,West,USA,Seattle,Finance,Add-on Analytics,SMB,Retention,Direct,493.39,196.41,296.98,3,9,4.95,0.0428,57.62,313.49,1443.38,38.4717,-123.307
2024-05-24,Central,Canada,Calgary,Finance,Professional,Enterprise,Summer Promo,Retail,5529.08,2553.25,2975.83,67,2,4.19,0.0571,354.51,139.7,16605.04,43.5273,-79.3734
2024-08-10,North,USA,Chicago,Sales,Add-on Analytics,Enterprise,Q1 Launch,Partner,1968.06,996.89,971.17,16,3,3.8,0.0532,149.98,3443.84,5649.09,42.4047,-87.5376
2024-03-06,West,USA,Seattle,Marketing,Add-on Analytics,Mid-Market,Summer Promo,Partner,1702.75,582.06,1120.69,12,1,3.65,0.0272,101.07,109.42,6314.2,37.1706,-122.6732
2024-10-08,East,USA,Philadelphia,Finance,Enterprise,Mid-Market,Holiday Push,Partner,10117.36,4047.61,6069.75,47,5,3.21,0.0447,758.77,21367.06,18072.44,41.3065,-73.8695
2024-08-23,East,USA,Boston,Finance,Enterprise,SMB,Q1 Launch,Partner,8502.36,4839.38,3662.98,59,6,4.29,0.0466,490.1,18968.27,28597.87,41.4355,-73.6991
2024-10-27,West,USA,Seattle,Operations,Starter,Mid-Market,Retention,Online,1556.01,611.66,944.34,7,3,3.99,0.0398,251.02,1211.3,4210.82,37.6757,-121.0496
2024-08-30,West,USA,Denver,Operations,Add-on Analytics,Mid-Market,Retention,Partner,715.75,333.75,382.0,5,3,3.9,0.0604,86.28,1528.27,2352.12,38.6361,-123.2088
2024-06-28,North,USA,Chicago,Support,Enterprise,SMB,Retention,Partner,14229.06,6707.05,7522.0,160,1,4.36,0.0261,1991.35,598.55,20609.96,41.6866,-87.8926
2025-04-22,East,USA,Boston,Support,Starter,Mid-Market,Retention,Partner,1565.06,793.48,771.59,18,7,4.5,0.0422,277.05,2020.45,2892.4,41.1989,-74.5028
2024-07-26,South,USA,Dallas,Operations,Enterprise,SMB,Summer Promo,Direct,14177.71,7964.27,6213.44,82,6,5.0,0.0558,2133.04,6735.86,34664.39,33.9712,-84.6864
2025-04-22,South,USA,Dallas,Marketing,Professional,Enterprise,Summer Promo,Direct,7092.92,2994.01,4098.91,33,4,3.63,0.0439,529.93,2190.05,27604.26,33.3205,-85.0696
2024-10-28,South,USA,Dallas,Operations,Starter,Enterprise,Holiday Push,Partner,1399.58,450.14,949.44,8,6,3.91,0.0721,197.72,3466.05,4240.58,35.2942,-84.9139
2024-04-18,West,USA,San Francisco,Finance,Starter,SMB,Holiday Push,Online,1785.73,502.36,1283.36,13,3,3.33,0.0507,139.76,4043.58,1425.5,38.1989,-122.7986
2024-12-16,South,USA,Dallas,Marketing,Enterprise,Enterprise,Q1 Launch,Partner,23392.15,8788.67,14603.49,146,3,4.1,0.037,1360.86,38139.66,44262.9,33.0743,-85.1932
2024-11-24,West,USA,Denver,Support,Professional,Enterprise,Summer Promo,Retail,6251.4,2458.65,3792.74,49,2,4.31,0.0592,740.93,10874.05,10065.33,38.1766,-121.8591
2024-07-18,South,USA,Miami,Support,Add-on Analytics,Enterprise,Upsell,Online,772.37,308.3,464.06,4,6,4.4,0.0436,72.14,326.39,1090.43,34.0911,-84.7631
2024-11-05,North,USA,Minneapolis,Finance,Starter,Mid-Market,Retention,Retail,920.15,355.93,564.23,5,3,4.08,0.075,91.78,1780.26,2790.25,42.6659,-88.2161
2024-03-05,Central,Canada,Calgary,Support,Enterprise,Enterprise,Upsell,Partner,19530.93,7127.27,12403.66,133,5,3.82,0.058,2342.15,8456.75,50618.97,43.3212,-79.0925
2024-10-30,Central,Canada,Vancouver,Finance,Starter,Enterprise,Upsell,Partner,1449.72,483.9,965.83,13,7,4.12,0.0332,96.6,933.81,5326.79,43.497,-80.2044
2025-04-11,North,USA,Minneapolis,Support,Enterprise,Mid-Market,Summer Promo,Retail,6890.17,2460.17,4430.0,33,6,4.11,0.0448,987.77,4192.4,26778.18,41.7523,-87.8622
2025-06-13,East,USA,New York,Sales,Enterprise,Mid-Market,Upsell,Online,19612.18,8535.0,11077.18,208,4,3.91,0.0392,1404.1,30688.78,16855.3,41.9371,-73.939
2024-02-16,South,USA,Miami,Sales,Enterprise,SMB,Q1 Launch,Partner,11695.13,3408.11,8287.02,54,4,3.55,0.0663,1166.79,25048.94,11592.95,34.3362,-84.7027
2024-02-03,East,USA,New York,Support,Starter,SMB,Summer Promo,Direct,898.11,302.61,595.5,4,5,4.14,0.0383,58.4,2146.23,2992.2,40.031,-73.3924
2025-02-06,Central,Canada,Toronto,Support,Enterprise,Enterprise,Retention,Direct,23631.27,12422.11,11209.16,187,6,3.51,0.076,1968.37,33786.94,16968.58,43.416,-80.0056
2024-03-20,Central,Canada,Vancouver,Support,Enterprise,SMB,Summer Promo,Partner,10298.47,4167.61,6130.86,58,6,3.85,0.046,904.3,25688.43,16579.99,44.9679,-77.9193
2024-03-11,East,USA,New York,Support,Professional,Mid-Market,Retention,Retail,4865.94,2370.57,2495.36,27,2,4.88,0.0374,303.32,10364.39,14762.78,41.5697,-73.8326
2025-01-31,South,USA,Miami,Marketing,Enterprise,SMB,Holiday Push,Direct,4703.42,1911.63,2791.79,24,5,3.55,0.0382,490.4,8441.85,5591.42,33.9694,-84.6219
2024-12-16,North,USA,Detroit,Marketing,Enterprise,SMB,Retention,Direct,5619.8,3249.82,2369.98,58,5,4.42,0.029,518.38,2289.47,15768.83,41.4854,-87.4785
2025-05-31,West,USA,Seattle,Sales,Professional,Mid-Market,Retention,Partner,5345.5,1682.9,3662.6,29,4,4.77,0.0744,387.95,8330.42,12294.19,37.3755,-122.7677
2025-01-08,Central,Canada,Vancouver,Operations,Add-on Analytics,Enterprise,Q1 Launch,Retail,847.1,421.39,425.71,7,2,3.91,0.0457,77.52,406.31,3354.77,44.0179,-77.8283
2025-02-26,West,USA,San Francisco,Finance,Professional,Enterprise,Retention,Online,13211.85,5181.8,8030.05,89,6,3.13,0.0454,1579.15,16975.2,46068.93,35.877,-121.9285
2025-01-19,West,USA,San Francisco,Marketing,Professional,Mid-Market,Upsell,Retail,7238.27,2278.62,4959.64,36,2,3.79,0.039,698.59,15562.7,26884.82,37.9643,-121.4082
2024-12-20,Central,Canada,Calgary,Marketing,Add-on Analytics,SMB,Summer Promo,Partner,947.09,339.12,607.97,5,2,4.04,0.0508,118.06,443.31,1694.67,43.7489,-80.5953
2025-01-06,West,USA,San Francisco,Operations,Enterprise,Mid-Market,Upsell,Online,7440.77,2289.12,5151.65,43,6,3.75,0.0394,642.92,7487.41,19815.01,37.0834,-122.8464
2024-06-25,Central,Canada,Calgary,Sales,Add-on Analytics,SMB,Holiday Push,Online,464.65,264.36,200.29,3,6,4.38,0.0544,46.73,1047.48,1277.02,42.599,-79.4721
2025-04-19,West,USA,Denver,Sales,Enterprise,Mid-Market,Summer Promo,Online,17982.53,8735.5,9247.03,115,3,4.06,0.0357,2042.18,17277.79,53578.42,37.759,-122.5522
2025-04-29,South,USA,Dallas,Operations,Professional,Enterprise,Retention,Online,9740.19,5111.04,4629.14,104,5,3.66,0.0409,587.32,23308.73,19385.98,34.2912,-83.97
2024-03-05,West,USA,Seattle,Finance,Add-on Analytics,SMB,Q1 Launch,Online,934.48,387.97,546.5,9,1,3.59,0.0594,150.64,2098.45,1742.52,36.9998,-121.8794
2024-10-19,South,USA,Atlanta,Sales,Professional,Enterprise,Holiday Push,Direct,6216.19,1816.25,4399.94,38,5,3.8,0.0437,683.73,1500.02,5406.06,32.9463,-84.0638
2025-06-20,West,USA,Seattle,Sales,Enterprise,Mid-Market,Q1 Launch,Online,14345.17,5740.74,8604.42,68,5,3.96,0.0649,2358.45,29369.68,43018.36,37.3638,-121.9559
2024-09-12,West,USA,Seattle,Finance,Enterprise,Mid-Market,Summer Promo,Online,12757.39,6481.03,6276.36,102,7,3.99,0.0426,2218.03,111.05,15880.03,38.1352,-122.7172
2024-07-09,South,USA,Dallas,Marketing,Starter,Enterprise,Upsell,Partner,1263.57,586.05,677.52,8,5,4.13,0.0554,66.39,507.73,727.55,32.2482,-84.9844
2024-09-28,North,USA,Minneapolis,Finance,Enterprise,Enterprise,Summer Promo,Online,15735.21,9012.89,6722.32,104,4,2.95,0.0303,2020.63,21446.25,11136.91,40.9702,-86.6826
2024-07-14,West,USA,Seattle,Sales,Add-on Analytics,Mid-Market,Retention,Retail,822.51,462.46,360.05,6,3,3.55,0.0593,52.98,179.16,1537.66,38.1259,-121.9034
2024-03-10,West,USA,Denver,Finance,Enterprise,Mid-Market,Upsell,Direct,14676.52,4344.78,10331.74,109,6,4.66,0.0508,1155.79,25062.96,54572.6,38.185,-123.5042
2024-06-07,West,USA,Denver,Marketing,Add-on Analytics,Enterprise,Upsell,Direct,717.7,321.53,396.17,5,2,4.14,0.0425,42.94,644.64,380.74,36.7115,-122.4865
2024-05-19,West,USA,San Francisco,Finance,Starter,Enterprise,Summer Promo,Direct,814.66,433.28,381.38,4,3,4.8,0.0246,127.7,1652.1,2164.3,37.8927,-121.7522
2025-06-23,East,USA,Philadelphia,Operations,Professional,Mid-Market,Holiday Push,Direct,3088.55,1316.38,1772.16,19,4,4.35,0.0652,321.16,3113.57,10288.76,40.1245,-72.9191
2025-02-04,North,USA,Minneapolis,Support,Add-on Analytics,Mid-Market,Summer Promo,Partner,1424.49,767.21,657.29,10,3,4.34,0.0298,178.07,414.27,725.1,39.9306,-88.4846
2025-05-09,East,USA,Boston,Operations,Professional,SMB,Q1 Launch,Online,6290.92,2318.63,3972.3,35,2,4.03,0.0657,347.76,3369.67,19918.11,41.3311,-73.8447
2025-06-19,North,USA,Chicago,Operations,Enterprise,Enterprise,Holiday Push,Direct,22430.57,6716.6,15713.97,223,5,2.74,0.0397,2662.92,14880.81,86869.14,41.6364,-88.6093
2025-04-04,South,USA,Miami,Finance,Enterprise,Mid-Market,Holiday Push,Online,14901.76,4912.8,9988.97,99,4,3.83,0.0706,1360.68,30930.54,13260.3,32.7291,-84.1592
2024-08-18,North,USA,Detroit,Support,Enterprise,Enterprise,Retention,Direct,14560.74,7654.79,6905.95,100,5,4.77,0.0382,2183.89,15936.35,17275.17,43.0419,-87.2629
2024-03-04,East,USA,Boston,Finance,Add-on Analytics,Enterprise,Summer Promo,Retail,1381.55,552.61,828.94,13,4,4.23,0.0419,148.19,1753.5,2904.65,41.3025,-73.8698
2024-12-14,South,USA,Miami,Finance,Enterprise,SMB,Holiday Push,Retail,9313.37,3133.44,6179.92,46,6,4.35,0.0227,774.06,6547.61,25350.02,33.6821,-83.3245
2024-01-29,North,USA,Detroit,Marketing,Add-on Analytics,Enterprise,Retention,Partner,748.44,414.3,334.14,3,5,4.62,0.0505,74.29,1805.86,2189.92,42.5402,-87.3966
2024-04-05,Central,Canada,Toronto,Marketing,Enterprise,SMB,Holiday Push,Retail,12539.64,4884.79,7654.85,68,4,4.63,0.0443,1745.41,24484.69,21166.76,44.1984,-79.6133
2024-05-15,West,USA,San Francisco,Support,Enterprise,Enterprise,Retention,Online,21470.76,10402.24,11068.52,136,6,4.08,0.0864,3318.64,9969.33,83414.93,37.041,-122.0354
2024-05-20,East,USA,Philadelphia,Marketing,Enterprise,Mid-Market,Summer Promo,Partner,6816.12,2437.39,4378.73,54,3,3.85,0.0329,531.31,11982.48,16457.5,40.0042,-74.4339
2024-04-16,Central,Canada,Vancouver,Sales,Professional,Enterprise,Retention,Partner,16863.09,5523.06,11340.03,91,2,4.11,0.0334,2365.02,1409.26,10989.02,43.5044,-80.8915
2025-02-23,East,USA,Boston,Support,Starter,SMB,Retention,Direct,1029.37,304.16,725.22,8,1,3.59,0.0533,80.82,1817.18,2889.28,40.2913,-74.1792
2024-12-20,East,USA,New York,Finance,Starter,Enterprise,Summer Promo,Retail,3134.66,1748.47,1386.19,14,5,3.77,0.0293,304.32,7717.21,3114.15,41.1395,-75.6529
2024-01-28,Central,Canada,Calgary,Finance,Add-on Analytics,Enterprise,Upsell,Online,1751.71,790.98,960.72,10,5,4.59,0.0387,214.49,306.56,1922.07,41.6252,-79.5815
2024-12-02,North,USA,Chicago,Finance,Starter,SMB,Summer Promo,Direct,614.19,289.4,324.79,3,5,4.34,0.0718,35.38,1286.23,1764.27,42.9339,-87.6304
2024-05-20,East,USA,New York,Marketing,Add-on Analytics,Enterprise,Q1 Launch,Partner,2203.78,808.68,1395.09,21,4,3.61,0.0454,333.63,4955.91,7572.37,42.4202,-74.176
2025-05-15,South,USA,Dallas,Finance,Professional,SMB,Upsell,Partner,2167.0,757.38,1409.62,20,7,3.71,0.0591,173.78,5157.86,5325.68,34.0136,-84.3085
2024-10-21,East,USA,New York,Support,Add-on Analytics,SMB,Retention,Partner,695.78,228.2,467.58,4,5,4.55,0.06,52.45,458.57,2655.05,40.3544,-72.3445
2025-06-03,West,USA,Seattle,Finance,Professional,Enterprise,Retention,Partner,4918.23,1980.35,2937.88,37,3,3.03,0.0401,354.82,5048.82,16923.28,38.1725,-121.8965
2024-10-23,West,USA,San Francisco,Finance,Enterprise,SMB,Upsell,Partner,5583.24,2579.64,3003.6,30,7,4.08,0.0406,960.97,2185.78,5283.08,37.2498,-122.4056
2024-05-02,South,USA,Miami,Sales,Professional,SMB,Holiday Push,Retail,4944.06,1407.04,3537.02,33,1,4.78,0.0349,296.63,7137.26,4650.99,33.3163,-84.7096
2024-07-02,South,USA,Atlanta,Operations,Professional,SMB,Q1 Launch,Direct,4422.38,2214.0,2208.38,20,1,4.48,0.0758,335.55,1986.56,13800.04,31.6709,-83.9237
2024-11-20,East,USA,New York,Finance,Professional,Enterprise,Upsell,Direct,5326.67,2616.59,2710.07,45,5,3.35,0.0427,758.33,2601.74,20267.14,39.3899,-73.2815
2024-12-16,West,USA,Denver,Marketing,Enterprise,Enterprise,Holiday Push,Retail,18929.16,6434.31,12494.86,96,4,4.04,0.0295,1778.24,28622.06,48127.0,37.6822,-122.146
2024-10-08,North,USA,Minneapolis,Support,Starter,Mid-Market,Holiday Push,Direct,1294.67,406.92,887.75,7,4,3.68,0.0513,128.92,2175.12,3765.47,42.327,-86.337
2024-11-15,North,USA,Detroit,Support,Add-on Analytics,Enterprise,Retention,Direct,1386.18,772.58,613.6,6,5,4.07,0.0458,136.69,1432.04,3720.32,41.3322,-88.0046
2025-05-03,Central,Canada,Calgary,Sales,Starter,Mid-Market,Upsell,Retail,1521.44,597.28,924.16,13,3,3.26,0.0512,154.74,1274.39,4154.91,42.6188,-80.0797
2024-05-08,North,USA,Minneapolis,Finance,Enterprise,Enterprise,Retention,Direct,14861.8,4821.46,10040.34,92,5,4.51,0.048,2577.29,24356.82,19439.41,40.4982,-87.705
