date,region,country,city,department,product,customer_segment,campaign,channel,revenue,profit,cost,quantity,customers,satisfaction_score,conversion_rate,ad_spend,loan_balance,deposit_balance,latitude,longitude
2025-05-14,South,USA,Dallas,Support,Add-on Analytics,SMB,Q1 Launch,Retail,731.93,277.75,454.18,5,4,4.6,0.058,41.57,722.15,720.49,33.1941,-83.3892
2024-05-14,North,USA,Minneapolis,Finance,Starter,Mid-Market,Retention,Online,1424.61,583.78,840.83,10,4,3.61,0.0472,161.52,559.04,5572.69,41.1051,-87.6473
2025-05-14,West,USA,Seattle,Support,Professional,Enterprise,Retention,Retail,5469.52,2397.02,3072.5,33,3,4.38,0.0472,801.68,12978.21,11523.91,37.7797,-123.4383
2024-01-02,West,USA,Seattle,Support,Enterprise,SMB,Summer Promo,Retail,15731.85,5798.17,9933.68,116,4,4.42,0.0756,1433.19,1222.8,24841.64,38.2817,-122.7747
2024-08-19,South,USA,Miami,Sales,Add-on Analytics,Enterprise,Summer Promo,Retail,1264.64,527.04,737.6,14,7,3.73,0.0519,175.84,2617.94,1117.1,34.0634,-83.1921
2024-07-10,East,USA,New York,Marketing,Enterprise,Mid-Market,Retention,Retail,7461.01,3184.38,4276.63,44,2,4.39,0.0615,882.71,14849.6,21348.52,39.3054,-73.9717
2024-07-20,Central,Canada,Toronto,Finance,Add-on Analytics,Mid-Market,Holiday Push,Partner,1095.49,312.85,782.64,11,3,3.91,0.0397,136.87,1980.54,3754.71,43.4723,-79.5564
2024-06-17,West,USA,Seattle,Sales,Enterprise,SMB,Q1 Launch,Retail,10518.93,4883.35,5635.58,48,5,4.87,0.0494,1560.78,25840.93,34556.18,37.7411,-122.1055
2025-03-21,West,USA,Seattle,Operations,Add-on Analytics,Enterprise,Upsell,Retail,1323.57,484.73,838.85,6,5,3.65,0.0353,82.27,926.96,4566.23,37.2047,-123.123
2024-05-06,North,USA,Detroit,Marketing,Enterprise,Mid-Market,Retention,Online,8379.45,3370.89,5008.56,103,1,4.06,0.0536,1288.92,19640.02,9239.18,41.9587,-88.5429
2024-01-12,North,USA,Chicago,Operations,Professional,Enterprise,Upsell,Retail,6211.47,2335.42,3876.05,65,4,3.8,0.0386,840.07,8562.99,23089.98,41.955,-87.3805
2024-07-29,South,USA,Miami,Marketing,Enterprise,Mid-Market,Holiday Push,Direct,11291.85,4779.35,6512.5,86,4,4.31,0.0861,1754.66,542.48,12532.58,34.0255,-84.0774
2024-02-04,South,USA,Miami,Finance,Add-on Analytics,Mid-Market,Upsell,Retail,1310.59,481.47,829.12,12,6,4.37,0.0369,93.12,1961.75,3779.47,34.1531,-84.1483
2024-06-04,West,USA,San Francisco,Marketing,Add-on Analytics,Mid-Market,Upsell,Partner,803.41,345.31,458.1,3,4,4.3,0.0432,83.56,273.54,2746.86,38.2398,-122.8522
2024-01-21,Central,Canada,Calgary,Finance,Professional,Mid-Market,Retention,Partner,3853.8,1157.36,2696.44,21,2,4.83,0.0602,350.07,9385.72,6538.59,43.5749,-80.3801
2024-11-24,Central,Canada,Vancouver,Support,Enterprise,Enterprise,Retention,Partner,17561.52,5975.32,11586.2,97,5,3.03,0.0978,1917.38,30482.8,57586.61,43.5898,-79.8551
2024-10-10,Central,Canada,Calgary,Operations,Professional,Mid-Market,Upsell,Direct,3468.7,1741.27,1727.43,20,3,3.89,0.0674,370.91,4216.01,9472.71,43.8654,-79.2524
2025-02-21,South,USA,Miami,Marketing,Professional,SMB,Q1 Launch,Partner,2896.33,1115.57,1780.75,20,3,4.32,0.0344,425.4,1884.71,3094.13,33.8436,-83.8049
2024-12-08,West,USA,Seattle,Support,Starter,Mid-Market,Q1 Launch,Retail,1494.21,559.13,935.07,14,6,4.29,0.0512,173.52,1931.18,774.38,37.7997,-121.0213
2024-10-17,North,USA,Detroit,Finance,Professional,Enterprise,Summer Promo,Direct,5611.48,2775.58,2835.9,25,2,4.54,0.0394,751.0,4521.76,21439.8,42.9166,-87.0175
2024-09-22,South,USA,Dallas,Marketing,Starter,SMB,Q1 Launch,Online,498.74,225.58,273.16,4,4,4.27,0.049,29.28,435.89,1969.63,32.7654,-84.3874
2025-02-23,East,USA,Philadelphia,Sales,Add-on Analytics,SMB,Retention,Retail,1193.99,643.88,550.11,7,4,4.0,0.0427,110.4,34.12,744.63,40.1647,-75.4537
2024-03-01,South,USA,Atlanta,Operations,Professional,Mid-Market,Q1 Launch,Direct,4694.43,1948.88,2745.55,42,4,4.19,0.0435,715.0,8399.21,2412.01,33.4453,-85.3383
2025-03-09,East,USA,New York,Sales,Enterprise,Enterprise,Q1 Launch,Partner,10174.2,3679.13,6495.07,54,5,3.9,0.0772,1518.14,6969.86,24226.41,41.2851,-73.7684
2024-04-01,West,USA,Seattle,Operations,Starter,Enterprise,Retention,Online,4070.08,1667.91,2402.17,29,8,4.14,0.079,305.64,6059.73,3482.58,37.418,-121.6679
2025-06-15,Central,Canada,Vancouver,Finance,Professional,SMB,Retention,Retail,2991.4,1664.06,1327.34,31,6,4.3,0.0298,522.23,1886.11,9103.5,44.9387,-80.8447
2025-04-23,North,USA,Detroit,Operations,Professional,Enterprise,Upsell,Retail,12191.83,5861.35,6330.48,66,5,4.01,0.0458,1848.9,16758.78,7104.8,42.4609,-88.0448
2024-11-12,Central,Canada,Calgary,Support,Add-on Analytics,Mid-Market,Upsell,Partner,501.1,148.0,353.1,4,7,2.51,0.0427,36.69,1190.54,363.13,44.2139,-79.858
2024-12-15,East,USA,Boston,Support,Professional,Mid-Market,Q1 Launch,Online,7793.82,4113.14,3680.67,43,2,4.2,0.067,988.97,15535.44,30534.85,41.0995,-74.2649
2024-04-09,South,USA,Atlanta,Finance,Enterprise,Mid-Market,Holiday Push,Online,13305.12,3898.07,9407.05,115,2,4.16,0.0308,821.5,13511.82,25443.65,34.1819,-83.9162
2024-01-13,North,USA,Minneapolis,Marketing,Starter,SMB,Retention,Partner,751.81,237.65,514.16,4,5,4.01,0.0222,41.12,1472.78,2234.66,41.779,-85.7757
2024-06-12,North,USA,Detroit,Operations,Starter,Mid-Market,Summer Promo,Online,1545.68,815.33,730.35,14,6,4.64,0.0348,202.0,1567.34,3106.14,41.6272,-87.1417
2024-08-09,Central,Canada,Toronto,Sales,Add-on Analytics,Enterprise,Retention,Partner,1784.7,1031.38,753.32,13,6,5.0,0.0478,311.62,971.92,1003.6,42.6513,-78.8669
2025-02-17,West,USA,San Francisco,Sales,Starter,SMB,Q1 Launch,Partner,854.23,317.25,536.98,9,4,4.1,0.0318,42.98,1320.79,1155.93,37.6981,-120.8236
2024-09-29,East,USA,Boston,Finance,Professional,SMB,Q1 Launch,Retail,4369.18,1337.5,3031.68,28,4,4.73,0.0517,573.52,5816.4,10894.29,40.5376,-75.1972
2025-06-11,East,USA,Boston,Support,Enterprise,Mid-Market,Summer Promo,Retail,14019.92,6505.62,7514.3,68,2,2.88,0.0356,2474.33,22511.74,49880.16,41.9159,-73.1897
2024-03-04,East,USA,New York,Finance,Starter,Enterprise,Retention,Retail,2958.77,1098.29,1860.48,35,7,3.98,0.0586,497.43,3591.22,8964.79,40.3408,-74.0707
2024-06-30,North,USA,Minneapolis,Support,Starter,Mid-Market,Q1 Launch,Partner,1391.82,640.96,750.86,6,5,4.41,0.0308,125.25,228.01,1985.89,41.469,-88.8037
2025-05-11,West,USA,Seattle,Operations,Starter,Mid-Market,Holiday Push,Direct,1773.68,583.78,1189.9,8,3,4.76,0.0848,133.67,2674.41,3113.27,38.454,-122.7449
2024-12-24,North,USA,Detroit,Finance,Starter,SMB,Summer Promo,Online,553.8,198.04,355.76,5,3,3.87,0.0998,29.46,128.86,793.06,40.7203,-87.9732
2024-03-12,West,USA,Seattle,Support,Enterprise,SMB,Holiday Push,Partner,6722.26,3450.15,3272.1,40,5,4.02,0.0547,512.22,7547.3,22446.36,37.6117,-123.0901
2024-08-22,North,USA,Detroit,Finance,Professional,Enterprise,Holiday Push,Direct,10843.16,5783.93,5059.23,67,9,4.36,0.0684,1133.94,15920.66,6403.08,40.8652,-87.0477
2024-08-23,Central,Canada,Vancouver,Finance,Professional,Enterprise,Q1 Launch,Online,8365.3,4280.2,4085.09,47,2,4.57,0.0255,799.02,10918.92,32651.68,44.873,-80.0967
2024-08-08,West,USA,Seattle,Sales,Starter,SMB,Summer Promo,Direct,1141.26,365.49,775.77,6,5,3.83,0.0818,80.83,2575.27,4555.22,39.2084,-121.5966
2024-02-23,East,USA,Philadelphia,Marketing,Starter,Mid-Market,Holiday Push,Online,1504.96,428.69,1076.27,8,7,4.31,0.0499,123.24,1104.67,3381.05,39.9026,-74.8777
2025-03-31,West,USA,Seattle,Marketing,Professional,SMB,Q1 Launch,Retail,3873.65,1762.81,2110.84,33,4,3.6,0.0425,588.58,1570.61,15192.39,36.3524,-121.1561
2025-06-22,North,USA,Minneapolis,Marketing,Starter,Enterprise,Upsell,Retail,1662.23,574.29,1087.93,12,3,4.18,0.075,253.33,3993.58,2549.73,42.3508,-87.5601
2024-07-15,Central,Canada,Vancouver,Sales,Enterprise,Mid-Market,Holiday Push,Retail,21420.01,7098.92,14321.09,188,5,3.87,0.0443,1385.81,37785.01,74448.35,43.3398,-80.1522
2025-04-16,South,USA,Dallas,Finance,Add-on Analytics,Mid-Market,Upsell,Partner,796.76,281.21,515.55,3,3,4.57,0.0346,142.58,948.95,893.18,31.5789,-84.0064
2024-02-12,West,USA,Denver,Sales,Enterprise,Enterprise,Holiday Push,Direct,15963.4,5110.56,10852.84,89,2,3.97,0.0789,2433.58,14702.53,21663.09,36.7344,-122.253
2024-07-03,West,USA,Seattle,Operations,Add-on Analytics,Mid-Market,Upsell,Online,815.19,417.34,397.85,5,3,3.76,0.0478,119.22,575.65,794.61,38.1357,-121.7349
2024-01-28,West,USA,Seattle,Operations,Enterprise,Enterprise,Q1 Launch,Online,11722.49,4605.07,7117.42,135,6,3.64,0.0554,891.26,18470.38,29536.76,37.3336,-121.8904
2024-09-30,Central,Canada,Calgary,Finance,Starter,SMB,Retention,Partner,501.52,181.52,320.0,2,5,3.91,0.034,42.19,880.36,1684.14,43.9767,-79.2393
2025-06-07,South,USA,Miami,Support,Starter,SMB,Retention,Direct,689.58,355.0,334.58,3,3,3.71,0.0378,80.61,1528.6,2318.48,35.5862,-84.2131
2024-04-24,South,USA,Dallas,Operations,Add-on Analytics,SMB,Holiday Push,Direct,399.8,151.58,248.22,2,7,3.86,0.0255,53.57,342.08,698.5,35.4321,-85.2466
2025-06-10,Central,Canada,Vancouver,Operations,Enterprise,Mid-Market,Holiday Push,Partner,10744.59,6121.34,4623.24,67,4,3.8,0.0796,1355.47,12208.99,34401.36,43.197,-79.7275
2024-10-31,East,USA,Philadelphia,Marketing,Enterprise,Mid-Market,Q1 Launch,Direct,7982.65,2940.37,5042.28,65,5,3.11,0.05,951.87,2744.33,9706.89,41.1909,-75.5031
2024-05-27,South,USA,Miami,Marketing,Add-on Analytics,Mid-Market,Q1 Launch,Direct,922.68,265.08,657.59,8,4,3.68,0.0292,163.08,1262.33,2898.62,34.833,-85.5291
2024-12-10,Central,Canada,Calgary,Operations,Professional,Enterprise,Upsell,Direct,4442.26,2240.45,2201.81,26,8,4.02,0.0298,621.08,7069.06,12034.12,42.7722,-78.7885
2025-01-25,Central,Canada,Vancouver,Operations,Enterprise,Enterprise,Q1 Launch,Partner,10431.24,4200.03,6231.2,73,3,4.36,0.044,1764.16,16364.83,6376.01,43.477,-79.7301
2025-03-16,Central,Canada,Vancouver,Sales,Enterprise,SMB,Q1 Launch,Online,8834.51,3688.89,5145.62,52,6,3.46,0.0335,1043.46,13202.62,12921.63,43.1606,-80.0533
2024-03-03,East,USA,Boston,Operations,Starter,Enterprise,Upsell,Direct,2023.17,1110.87,912.3,20,1,3.6,0.0564,138.03,290.01,5439.8,40.4775,-74.489
2024-12-07,East,USA,New York,Finance,Add-on Analytics,SMB,Q1 Launch,Direct,414.36,158.98,255.39,2,2,3.87,0.0314,59.13,65.81,532.81,41.7692,-74.5454
2025-02-21,South,USA,Miami,Sales,Professional,SMB,Holiday Push,Retail,3998.55,1450.21,2548.34,42,5,4.49,0.0565,558.79,3918.92,4556.89,34.0084,-84.4536
2025-05-24,North,USA,Detroit,Operations,Add-on Analytics,SMB,Summer Promo,Online,508.8,198.47,310.33,4,2,4.09,0.0386,88.26,945.33,1651.84,40.5452,-86.3854
2025-03-02,North,USA,Detroit,Marketing,Add-on Analytics,Mid-Market,Retention,Retail,597.82,305.23,292.59,4,2,4.42,0.0589,37.73,1290.52,1340.5,41.1927,-87.607
2025-03-08,South,USA,Atlanta,Sales,Professional,SMB,Upsell,Retail,3305.04,1249.22,2055.82,16,3,3.7,0.041,523.91,628.38,10220.81,34.7455,-83.9755
2025-05-16,Central,Canada,Calgary,Operations,Professional,SMB,Upsell,Online,4372.3,2008.53,2363.77,45,5,3.94,0.0752,705.67,9435.5,3644.63,43.4511,-80.5249
2024-10-23,North,USA,Chicago,Operations,Enterprise,Enterprise,Q1 Launch,Retail,15908.2,7007.82,8900.38,114,2,3.93,0.0443,2706.6,31408.78,42063.76,41.0333,-87.3038
2024-09-20,North,USA,Minneapolis,Operations,Add-on Analytics,Enterprise,Q1 Launch,Online,1155.44,640.27,515.18,5,1,4.93,0.0934,178.64,693.99,1591.57,42.5467,-87.828
2024-04-05,West,USA,San Francisco,Sales,Professional,Enterprise,Upsell,Partner,5525.86,2227.33,3298.53,66,4,4.14,0.0442,753.86,12353.51,18970.76,37.6368,-122.8034
2024-11-22,Central,Canada,Calgary,Marketing,Professional,Enterprise,Q1 Launch,Retail,4413.93,1567.52,2846.41,28,2,4.05,0.0559,525.39,2759.61,12278.95,43.1535,-78.6118
2024-10-21,Central,Canada,Vancouver,Operations,Enterprise,SMB,Retention,Partner,8908.47,4879.22,4029.24,92,5,3.91,0.0223,880.36,4818.12,32607.66,41.9271,-80.3687
2024-11-24,South,USA,Atlanta,Support,Starter,Mid-Market,Q1 Launch,Direct,1006.33,497.1,509.23,11,2,4.79,0.0497,140.62,142.52,2055.61,33.7811,-83.5425
2025-06-06,East,USA,Boston,Finance,Enterprise,Mid-Market,Q1 Launch,Partner,9969.54,5702.56,4266.98,123,7,4.4,0.0506,1527.73,5594.69,29755.62,41.4874,-72.744
2025-04-04,East,USA,New York,Operations,Starter,Mid-Market,Holiday Push,Direct,2390.34,959.82,1430.52,21,3,4.24,0.0396,198.47,4172.29,4210.27,40.852,-73.038
2024-10-07,East,USA,New York,Support,Enterprise,SMB,Retention,Partner,7156.97,3822.24,3334.72,47,3,4.34,0.0527,968.79,4468.38,8648.97,39.6699,-73.2364
2024-05-08,West,USA,Denver,Operations,Starter,SMB,Summer Promo,Retail,1217.4,623.78,593.62,6,3,3.95,0.0691,146.95,2511.36,3401.77,37.0803,-121.6374
2025-01-19,South,USA,Miami,Sales,Starter,Mid-Market,Summer Promo,Online,1255.99,502.71,753.28,7,5,4.02,0.0403,154.93,1296.4,1102.58,33.4591,-83.4505
2024-02-21,West,USA,Seattle,Operations,Enterprise,Enterprise,Q1 Launch,Direct,15819.96,6021.81,9798.15,186,3,3.86,0.0741,1376.22,10788.17,50403.91,37.1387,-122.6681
2024-06-15,Central,Canada,Toronto,Operations,Add-on Analytics,SMB,Holiday Push,Partner,821.66,274.69,546.96,7,3,4.7,0.0333,120.62,275.93,1694.44,42.5894,-77.5312
2024-01-09,West,USA,Seattle,Operations,Starter,SMB,Upsell,Online,820.14,383.8,436.34,4,4,4.61,0.0409,130.61,215.87,771.36,38.056,-122.6087
2025-06-01,South,USA,Miami,Marketing,Enterprise,Enterprise,Retention,Retail,33911.12,11384.88,22526.24,265,3,2.71,0.04,2424.48,31656.91,74033.98,32.1933,-83.4956
2024-03-25,East,USA,New York,Operations,Starter,Enterprise,Summer Promo,Partner,2176.16,622.81,1553.35,20,4,4.22,0.0378,183.9,3944.71,2382.09,41.0536,-73.4112
2025-05-14,North,USA,Minneapolis,Operations,Starter,SMB,Q1 Launch,Direct,1143.4,361.56,781.84,6,4,3.25,0.0573,59.39,1427.73,3067.96,41.2621,-88.8011
2025-06-03,West,USA,Seattle,Finance,Enterprise,SMB,Holiday Push,Retail,11105.49,6436.94,4668.55,133,4,4.14,0.0573,1254.14,22566.83,8286.43,38.3759,-122.7597
2024-02-27,North,USA,Detroit,Marketing,Add-on Analytics,SMB,Summer Promo,Partner,620.67,191.06,429.61,5,5,4.44,0.0844,108.27,1017.6,2068.28,42.2508,-87.2019
2024-02-25,West,USA,San Francisco,Sales,Professional,Mid-Market,Retention,Retail,5811.49,2265.35,3546.14,28,2,4.39,0.0423,998.15,11719.15,16162.15,38.2438,-122.7904
2024-07-20,North,USA,Minneapolis,Operations,Add-on Analytics,SMB,Summer Promo,Partner,437.45,210.92,226.53,2,1,3.81,0.0573,26.08,245.5,357.22,41.8106,-87.3735
2024-03-07,South,USA,Atlanta,Marketing,Starter,SMB,Upsell,Online,913.89,288.92,624.97,9,4,4.26,0.047,83.9,314.77,2115.6,33.1418,-84.2017
2024-09-14,North,USA,Chicago,Operations,Professional,Enterprise,Retention,Direct,6526.84,3699.24,2827.59,51,4,4.49,0.0512,783.86,1758.16,25044.25,41.5917,-87.2282
2024-06-20,Central,Canada,Calgary,Sales,Starter,Mid-Market,Holiday Push,Retail,1149.49,601.38,548.11,10,3,4.23,0.0494,64.82,128.21,932.05,44.2364,-78.5826
2024-03-05,South,USA,Atlanta,Operations,Starter,SMB,Upsell,Online,725.0,317.95,407.05,9,4,3.99,0.0602,102.38,1030.27,1660.53,31.9882,-84.5186
2024-01-02,North,USA,Detroit,Finance,Starter,Mid-Market,Holiday Push,Retail,838.39,309.19,529.2,5,2,4.53,0.0615,119.02,1550.16,2544.78,41.3772,-87.0429
2025-02-15,East,USA,New York,Sales,Professional,Mid-Market,Holiday Push,Retail,7875.08,3917.57,3957.5,41,3,3.44,0.0434,739.43,6174.55,25589.62,41.3926,-74.1546
2025-06-14,Central,Canada,Toronto,Finance,Add-on Analytics,SMB,Retention,Direct,703.22,341.24,361.98,3,4,3.85,0.0739,62.66,746.03,1516.11,44.0796,-78.9592
2024-11-21,East,USA,New York,Finance,Enterprise,SMB,Upsell,Retail,5953.64,3117.52,2836.12,60,3,5.0,0.0375,452.11,2755.58,21529.37,40.5472,-74.9446
2025-04-01,East,USA,New York,Sales,Professional,SMB,Retention,Online,2496.93,1402.35,1094.58,14,5,3.48,0.039,289.71,767.9,7394.0,40.809,-73.7129
2025-01-19,East,USA,Boston,Finance,Enterprise,Mid-Market,Upsell,Direct,21467.86,10220.5,11247.37,141,5,3.31,0.0965,2108.57,47690.69,39876.25,40.2974,-73.3784
2024-11-22,West,USA,San Francisco,Operations,Starter,Mid-Market,Upsell,Online,894.98,435.82,459.15,4,3,3.24,0.0539,86.56,1853.66,1274.49,37.121,-123.0959
2024-09-19,Central,Canada,Calgary,Marketing,Professional,Mid-Market,Retention,Retail,4733.66,1788.17,2945.49,26,5,3.5,0.0342,381.4,231.39,4212.03,42.6844,-80.8757
2024-10-08,Central,Canada,Calgary,Finance,Enterprise,Mid-Market,Summer Promo,Retail,11145.15,4184.56,6960.6,67,1,3.9,0.0514,764.71,5384.76,32223.1,44.4161,-78.7918
2024-01-30,East,USA,Boston,Finance,Enterprise,Mid-Market,Holiday Push,Direct,14231.29,4410.62,9820.67,73,4,4.47,0.0356,754.25,4623.25,32929.47,40.3424,-74.6186
2025-01-26,Central,Canada,Vancouver,Finance,Starter,Enterprise,Q1 Launch,Partner,2145.47,1123.49,1021.98,15,4,3.88,0.0646,186.16,2651.64,3308.36,43.9598,-80.013
2024-07-24,East,USA,Philadelphia,Support,Professional,SMB,Summer Promo,Online,2311.14,911.42,1399.71,14,1,3.01,0.0837,384.54,4564.95,2754.21,39.3921,-74.1331
2024-12-04,Central,Canada,Vancouver,Operations,Starter,Enterprise,Summer Promo,Retail,855.34,326.27,529.06,10,5,4.3,0.0635,135.61,850.36,627.66,44.4102,-79.1866
2024-01-28,West,USA,San Francisco,Support,Add-on Analytics,SMB,Upsell,Partner,875.53,338.2,537.32,7,3,3.04,0.0607,93.71,1970.91,3100.1,38.508,-121.9404
2024-01-29,Central,Canada,Vancouver,Operations,Add-on Analytics,SMB,Summer Promo,Online,519.43,205.19,314.24,2,3,3.98,0.063,53.48,1193.6,571.68,44.5048,-79.6245
2025-02-08,South,USA,Dallas,Operations,Add-on Analytics,SMB,Upsell,Online,633.64,276.19,357.45,3,4,4.17,0.0748,44.62,551.8,1846.85,33.4908,-84.2598
2024-03-27,East,USA,Philadelphia,Operations,Add-on Analytics,SMB,Holiday Push,Retail,665.65,337.53,328.13,3,6,3.46,0.0625,39.61,1339.08,2296.53,41.7018,-73.9394
2024-08-20,South,USA,Miami,Finance,Starter,Enterprise,Retention,Partner,2061.09,681.33,1379.76,16,5,4.47,0.0509,126.33,4001.89,4026.27,33.634,-85.5004
2025-06-08,North,USA,Detroit,Marketing,Enterprise,SMB,Retention,Direct,8350.7,3406.62,4944.08,93,6,3.86,0.0557,1366.88,16525.46,16797.3,43.0983,-89.1156
2024-04-20,Central,Canada,Calgary,Finance,Add-on Analytics,Enterprise,Retention,Online,2683.88,848.29,1835.59,26,4,3.48,0.0363,335.9,3332.3,7756.21,42.3464,-79.8471
2024-06-09,South,USA,Miami,Finance,Enterprise,Mid-Market,Q1 Launch,Retail,7125.05,2776.44,4348.61,42,4,3.78,0.0536,946.14,5721.87,15979.67,32.8481,-84.616
2025-03-16,North,USA,Chicago,Operations,Enterprise,SMB,Holiday Push,Direct,10102.65,4842.11,5260.54,85,5,3.36,0.0352,892.51,762.16,11409.73,42.6225,-88.4909
2025-05-27,West,USA,Denver,Support,Professional,SMB,Retention,Partner,5539.69,2406.31,3133.37,29,2,3.28,0.0417,659.07,11465.48,19701.83,36.3197,-123.4302
2024-05-01,West,USA,Denver,Operations,Enterprise,SMB,Q1 Launch,Online,8830.84,4827.41,4003.43,60,6,3.87,0.0556,1182.65,14958.9,30081.0,38.0725,-120.3173
2024-10-01,Central,Canada,Toronto,Marketing,Enterprise,Enterprise,Summer Promo,Direct,13509.8,7764.47,5745.32,84,2,3.89,0.0355,1750.08,26243.01,49147.83,43.506,-80.0302
2024-09-07,South,USA,Miami,Support,Add-on Analytics,Mid-Market,Summer Promo,Partner,1258.74,582.62,676.12,6,4,3.88,0.034,132.45,501.8,2007.87,33.4777,-83.8661
2025-03-29,East,USA,New York,Support,Enterprise,Mid-Market,Holiday Push,Online,18360.4,5527.56,12832.84,89,3,3.19,0.0595,2829.23,36544.61,11325.0,39.8469,-73.6334
2025-04-23,Central,Canada,Vancouver,Finance,Starter,SMB,Summer Promo,Retail,674.38,240.59,433.79,4,4,4.62,0.076,49.1,1580.96,2263.9,43.5112,-78.9872
2024-06-14,North,USA,Chicago,Marketing,Enterprise,Enterprise,Q1 Launch,Direct,12594.12,4024.03,8570.09,133,3,4.22,0.0718,2161.63,12243.72,32095.37,41.3442,-86.7925
2025-01-27,West,USA,San Francisco,Finance,Starter,Mid-Market,Retention,Direct,1206.13,571.09,635.05,5,2,3.78,0.0534,156.14,1306.91,3813.01,37.7905,-121.9353
2024-07-05,North,USA,Minneapolis,Finance,Professional,SMB,Q1 Launch,Retail,4209.34,2287.37,1921.96,23,5,4.36,0.0369,458.16,4425.18,11041.96,40.8943,-87.4227
2024-12-30,South,USA,Atlanta,Marketing,Enterprise,SMB,Retention,Retail,13703.99,6340.74,7363.25,73,3,3.96,0.0695,1495.24,5038.31,46090.51,33.5989,-83.531
2024-06-30,South,USA,Dallas,Sales,Starter,Enterprise,Holiday Push,Direct,1651.71,905.56,746.15,8,7,3.77,0.0313,229.36,3972.85,2555.45,33.8301,-84.1704
2024-08-05,Central,Canada,Toronto,Support,Starter,Mid-Market,Summer Promo,Online,609.92,308.87,301.06,6,2,4.47,0.0563,82.21,1420.67,2363.5,44.3648,-81.3564
2024-12-18,West,USA,Denver,Sales,Starter,SMB,Holiday Push,Retail,1549.88,727.46,822.42,12,5,4.15,0.0562,102.44,3042.18,4124.43,37.7053,-121.8244
2024-09-02,North,USA,Detroit,Marketing,Add-on Analytics,Enterprise,Holiday Push,Online,741.08,216.44,524.64,3,4,4.55,0.0514,128.35,1028.35,1646.36,42.5955,-86.6965
2024-10-16,Central,Canada,Toronto,Support,Add-on Analytics,SMB,Retention,Retail,526.73,224.4,302.33,2,6,3.68,0.0464,65.93,444.87,765.03,43.7516,-79.4978
2025-06-23,South,USA,Miami,Support,Starter,SMB,Q1 Launch,Partner,809.21,251.81,557.4,4,6,4.0,0.0415,132.96,1959.44,2506.57,32.5008,-83.8806
2024-11-01,East,USA,Boston,Finance,Professional,SMB,Upsell,Online,5242.05,1986.56,3255.49,43,5,4.26,0.0323,427.35,9383.0,2995.71,41.2137,-73.4493
